carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
13659,audi, RS3,2015,Semi-Auto,60457,Petrol,300,35.0028,2.5,26995
13660,toyota, Prius,2017,Automatic,21824,Hybrid,0,94.102,1.8,17498
13661,bmw, M4,2016,Semi-Auto,30241,Petrol,300,34.2715,3,29990
13663,merc, CLA Class,2017,Automatic,27941,Diesel,145,68.8513,2.1,14800
13664,vw, Scirocco,2016,Manual,36000,Diesel,20,55.6154,2,13490
13667,merc, GL Class,2016,Manual,9780,Diesel,20,67.183,2.1,16299
13669,vw, Scirocco,2016,Manual,34995,Petrol,125,51.9369,1.4,12200
13671,skoda, Scala,2019,Semi-Auto,4419,Petrol,150,47.0618,1,15285
13673,bmw, 6 Series,2018,Semi-Auto,21525,Diesel,150,49.5937,3,27990
13674,bmw, i3,2017,Automatic,36429,Hybrid,0,77.9842,0,18500
13675,hyundi, IX20,2016,Manual,28500,Petrol,125,50.3478,1.4,8189
13676,merc, M Class,2013,Semi-Auto,58457,Diesel,200,44.3993,2.1,17481
13677,bmw, X4,2017,Automatic,13200,Diesel,145,47.6396,3,26400
13679,vauxhall, Zafira Tourer,2017,Manual,8190,Petrol,205,42.4457,1.4,12999
13680,toyota, Camry,2020,Automatic,10000,Hybrid,135,51.91,2.5,26490
13681,hyundi, IX35,2015,Manual,33153,Diesel,145,53.1573,1.7,8995
13683,vw, Beetle,2014,Semi-Auto,41587,Petrol,260,37.2894,2,10410
13685,vw, Arteon,2019,Semi-Auto,6601,Diesel,145,50.4426,2,28622
13686,vauxhall, Zafira Tourer,2012,Manual,105362,Diesel,145,54.5424,2,5950
13687,skoda, Rapid,2014,Semi-Auto,36792,Petrol,145,35.7289,1.4,7290
13688,bmw, Z4,2020,Semi-Auto,101,Petrol,145,38.8013,2,30990
13691,merc, S Class,2017,Semi-Auto,26699,Diesel,145,50.0362,3,30580
13693,toyota, Hilux,2020,Manual,50,Diesel,260,2.4626,2.4,18495
13694,audi, A8,2018,Semi-Auto,6173,Diesel,145,40.0686,3,39881
13696,toyota, GT86,2020,Manual,339,Petrol,145,33.5199,2,24990
13697,ford, Grand C-MAX,2019,Manual,5417,Diesel,145,56.3694,1.5,14590
13699,merc, CLA Class,2016,Manual,48292,Petrol,125,51.4898,1.6,14991
13701,skoda, Scala,2019,Manual,2500,Petrol,145,49.9411,1,16000
13703,audi, A7,2016,Automatic,56670,Diesel,125,61.1857,3,18999
13704,merc, V Class,2019,Semi-Auto,14086,Diesel,145,45.5092,2.2,38995
13705,audi, RS3,2016,Semi-Auto,50661,Petrol,300,35.0246,2.5,24998
13706,skoda, Yeti,2016,Semi-Auto,26254,Petrol,125,51.7115,1.2,11490
13708,vw, Caddy Maxi Life,2020,Automatic,89,Diesel,145,46.252,2,22490
13709,merc, V Class,2018,Manual,21059,Diesel,145,46.3422,2.1,19750
13710,skoda, Kamiq,2019,Semi-Auto,452,Diesel,145,52.459,1.6,20991
13711,toyota, Prius,2013,Automatic,84553,Hybrid,0,68.8972,1.8,13495
13714,merc, CLS Class,2016,Semi-Auto,29306,Diesel,160,51.2925,3,21998
13715,hyundi, IX20,2017,Manual,15773,Petrol,145,50.5701,1.4,9450
13717,hyundi, I800,2019,Manual,15492,Diesel,145,31.5819,2.5,18990
13718,hyundi, IX35,2013,Manual,56726,Diesel,150,48.5892,1.7,6498
13720,ford, Tourneo Custom,2019,Automatic,6020,Diesel,150,31.8267,2,23995
13722,bmw, X4,2019,Semi-Auto,7141,Diesel,145,42.3303,2,33995
13723,vw, Shuttle,2018,Semi-Auto,20677,Diesel,145,47.4637,2,20625
13724,toyota, Avensis,2009,Manual,148371,Diesel,150,55.154,2,1985
13725,ford, KA,2015,Manual,22366,Petrol,30,57.6929,1.2,5192
13726,toyota, Land Cruiser,2015,Automatic,32364,Diesel,325,34.54,3,29795
13727,ford, Grand C-MAX,2015,Manual,30858,Petrol,30,54.2138,1,9975
13728,ford, KA,2014,Manual,41127,Petrol,30,57.6113,1.2,4500
13732,bmw, X4,2020,Semi-Auto,1608,Petrol,145,26.7878,3,45500
13734,bmw, M4,2019,Semi-Auto,12000,Petrol,145,34.0298,3,40950
13735,toyota, Land Cruiser,2019,Semi-Auto,22845,Diesel,150,29.7614,2.8,42990
13737,hyundi, I800,2018,Automatic,46014,Diesel,145,33.6559,2.5,14299
13738,ford, Galaxy,2009,Manual,58000,Diesel,200,44.5916,1.8,5475
13739,bmw, 6 Series,2017,Automatic,31328,Diesel,145,51.8007,3,26500
13740,toyota, Avensis,2009,Automatic,43134,Petrol,200,41.9051,1.8,6695
13741,merc, S Class,2009,Automatic,79980,Diesel,325,33.8586,3,8990
13743,audi, RS3,2020,Automatic,10,Petrol,145,30.5528,2.5,42490
13744,skoda, Roomster,2015,Manual,80059,Petrol,145,49.7524,1.2,4738
13745,vw, Arteon,2019,Manual,13,Diesel,145,52.6409,2,27998
13747,bmw, M4,2019,Semi-Auto,4786,Petrol,145,34.275,3,40980
13748,audi, A7,2011,Automatic,74408,Diesel,145,53.1863,3,12750
13749,vw, Arteon,2019,Automatic,2000,Diesel,145,50.5766,2,32391
13750,toyota, Prius,2017,Automatic,20828,Hybrid,135,94.5463,1.8,18995
13752,vw, Caravelle,2019,Semi-Auto,100,Diesel,145,33.5523,2,50000
13753,audi, A8,2016,Semi-Auto,33620,Diesel,160,49.6887,3,21965
13754,ford, Grand C-MAX,2015,Manual,54764,Diesel,30,64.4994,1.5,9000
13757,merc, S Class,2018,Automatic,2001,Petrol,145,40.9725,3,53000
13758,skoda, Scala,2019,Semi-Auto,5000,Petrol,145,45.5886,1.5,17990
13760,skoda, Scala,2020,Manual,100,Petrol,150,50.3068,1,17980
13761,vauxhall, Combo Life,2019,Manual,8067,Diesel,150,53.2584,1.5,13998
13762,hyundi, I800,2017,Automatic,23870,Diesel,325,33.7713,2.5,14000
13763,merc, V Class,2019,Manual,22538,Diesel,145,46.2882,2.1,17950
13764,bmw, X6,2020,Semi-Auto,999,Diesel,145,34.6791,3,69995
13765,bmw, Z4,2016,Manual,20266,Petrol,200,41.6546,2,14799
13766,merc, CLS Class,2019,Semi-Auto,12346,Diesel,145,47.8666,2.9,43499
13769,toyota, Prius,2014,Automatic,23523,Other,0,134.7106,1.8,15990
13770,skoda, Rapid,2013,Manual,99000,Diesel,30,64.2304,1.6,4495
13772,bmw, 7 Series,2019,Semi-Auto,1501,Diesel,145,41.6282,3,59995
13773,bmw, M5,2019,Automatic,1501,Petrol,145,24.3457,4.4,73990
13777,bmw, M4,2019,Semi-Auto,1348,Petrol,145,34.0024,3,41990
13778,ford, Edge,2017,Manual,31295,Diesel,200,47.9224,2,19000
13779,vw, Amarok,2016,Automatic,41978,Diesel,260,35.183,2,16500
13780,merc, S Class,2019,Automatic,1933,Diesel,145,40.1319,3,55995
13782,vauxhall, Zafira Tourer,2017,Manual,12845,Petrol,205,42.5784,1.4,10480
13783,toyota, Verso,2015,Manual,17684,Diesel,30,62.742,1.6,10999
13784,vw, Arteon,2019,Semi-Auto,2936,Diesel,145,55.5,2,26995
13786,hyundi, Santa Fe,2017,Manual,27287,Diesel,145,46.7355,2.2,16989
13796,vauxhall, Agila,2014,Automatic,18488,Petrol,145,49.3389,1.2,7250
13798,vw, Scirocco,2015,Manual,82004,Diesel,30,53.5196,2,11912
13799,skoda, Rapid,2018,Manual,10286,Petrol,145,59.1414,1,10899
13800,ford, Galaxy,2016,Automatic,35646,Diesel,160,51.7028,2,17750
13801,vauxhall, Zafira Tourer,2016,Manual,32363,Petrol,200,42.2044,1.4,9999
13802,skoda, Kamiq,2019,Manual,2000,Petrol,145,47.0547,1,19990
13803,merc, CLS Class,2017,Semi-Auto,65700,Diesel,125,57.7343,2.1,17495
13805,merc, S Class,2018,Automatic,2802,Diesel,140,51.9691,2.9,59995
13806,bmw, M4,2019,Automatic,19,Petrol,145,32.5848,3,48989
13807,ford, Edge,2019,Semi-Auto,10,Diesel,145,37.5255,2,33500
13808,vw, Arteon,2019,Automatic,4250,Diesel,145,50.3701,2,26995
13809,vw, Arteon,2019,Semi-Auto,3000,Petrol,150,47.3933,2,27000
13810,skoda, Kamiq,2019,Manual,500,Petrol,150,48.1141,1,17995
13811,hyundi, Santa Fe,2020,Semi-Auto,2500,Diesel,145,39.2878,2.2,36795
13815,bmw, X6,2015,Automatic,31100,Diesel,205,44.9907,3,29889
13816,vauxhall, Combo Life,2019,Manual,7821,Diesel,145,53.3957,1.5,16990
13817,toyota, Verso,2017,Manual,33890,Diesel,30,63.2239,1.6,11498
13818,ford, Grand C-MAX,2017,Manual,31399,Diesel,30,64.3192,1.5,10998
13819,skoda, Scala,2019,Semi-Auto,5900,Diesel,145,54.1097,1.6,21501
13821,vw, Arteon,2019,Automatic,6000,Diesel,145,60.1249,2,27990
13822,vw, Caddy Life,2020,Manual,1700,Diesel,150,51.2769,2,22000
13824,toyota, Camry,2019,Automatic,5059,Hybrid,135,52.631,2.5,27545
13826,bmw, i8,2015,Automatic,43323,Hybrid,0,69.2683,1.5,44990
13827,toyota, Prius,2017,Automatic,33710,Hybrid,135,94.4411,1.8,17800
13829,audi, A8,2018,Semi-Auto,6098,Diesel,145,50.3539,3,37900
13832,vw, Arteon,2019,Automatic,5043,Petrol,145,46.7149,2,25991
13835,toyota, Verso,2017,Manual,23161,Petrol,150,41.3833,1.6,11998
13836,merc, V Class,2019,Automatic,1659,Diesel,145,44.9267,2.1,39995
13839,merc, CLS Class,2016,Semi-Auto,23636,Diesel,160,51.6415,3,22498
13840,hyundi, IX35,2013,Automatic,28000,Diesel,300,39.3891,2,10488
13841,toyota, Verso,2016,Semi-Auto,13992,Petrol,165,43.6236,1.8,13490
13843,vauxhall, Zafira Tourer,2017,Manual,6527,Petrol,150,41.4899,1.4,12190
13844,merc, G Class,2016,Automatic,16000,Petrol,325,30.6952,4,61948
13846,bmw, i8,2018,Automatic,13909,Hybrid,135,68.8733,1.5,55485
13848,merc, S Class,2015,Automatic,46757,Diesel,205,47.51,3,25460
13849,vw, Scirocco,2017,Semi-Auto,10990,Petrol,145,44.4758,2,15995
13851,skoda, Yeti,2015,Manual,36671,Petrol,160,46.4226,1.2,9500
13852,ford, Grand Tourneo Connect,2019,Manual,15297,Diesel,145,61.3317,1.5,16930
13853,merc, V Class,2018,Manual,23415,Diesel,145,46.351,2.1,19990
13855,hyundi, IX20,2017,Manual,7609,Petrol,145,50.4006,1.4,9670
13859,bmw, X4,2019,Automatic,9793,Diesel,145,43.0752,2,38750
13860,ford, KA,2014,Manual,43001,Petrol,30,57.8004,1.2,4250
13862,vauxhall, Combo Life,2019,Manual,10500,Petrol,145,42.3858,1.2,14980
13863,vw, Arteon,2020,Semi-Auto,1558,Diesel,145,50.5566,2,31995
13864,bmw, M4,2019,Semi-Auto,1501,Petrol,145,32.549,3,46000
13866,merc, S Class,2019,Semi-Auto,1257,Petrol,145,34.1248,4,87478
13867,skoda, Scala,2020,Automatic,4716,Petrol,145,47.1771,1,18690
13868,toyota, Verso,2017,Manual,41630,Diesel,30,63.1526,1.6,11990
13870,ford, Puma,2020,Manual,1977,Petrol,150,49.5357,1,22999
13871,merc, CLA Class,2020,Automatic,4345,Petrol,150,45.263,1.3,24899
13873,merc, X-CLASS,2019,Automatic,500,Diesel,260,35.6935,2.3,26995
13874,merc, S Class,2019,Semi-Auto,10655,Diesel,145,52.1319,3,47980
13876,ford, Grand C-MAX,2016,Manual,37021,Petrol,30,54.1996,1,10730
13879,bmw, 7 Series,2019,Semi-Auto,19870,Petrol,150,33.6531,3,42950
13880,ford, KA,2015,Manual,49942,Petrol,30,57.2706,1.2,4450
13881,vauxhall, Combo Life,2018,Manual,11935,Diesel,145,53.1641,1.5,15690
13883,vw, Scirocco,2017,Manual,13464,Diesel,20,67.2685,2,16998
13884,hyundi, Santa Fe,2019,Semi-Auto,6402,Diesel,145,42.5628,2.2,30491
13886,bmw, X4,2019,Automatic,123,Petrol,145,26.5944,3,47480
13887,vw, Tiguan Allspace,2020,Manual,5000,Diesel,145,45.6823,2,33990
13888,vw, Beetle,2014,Manual,29699,Diesel,125,57.9679,2,7999
13891,hyundi, I800,2018,Manual,37485,Diesel,145,27.6956,2.5,15498
13893,toyota, Avensis,2017,Manual,36961,Petrol,145,47.158,1.8,11998
13894,vauxhall, Agila,2004,Manual,62000,Petrol,145,43.3783,1,1395
13899,bmw, 7 Series,2016,Semi-Auto,24446,Petrol,205,41.7241,3,24995
13902,hyundi, IX35,2015,Automatic,52747,Diesel,265,41.1537,2,9495
13904,bmw, X4,2019,Semi-Auto,10797,Diesel,145,40.2862,3,37980
13905,vw, Arteon,2019,Semi-Auto,3987,Diesel,145,50.5027,2,27991
13907,hyundi, IX20,2017,Automatic,9595,Petrol,160,43.6363,1.6,10298
13908,merc, V Class,2018,Manual,20138,Diesel,145,46.3302,2.1,20498
13910,ford, Grand C-MAX,2017,Manual,25243,Diesel,30,64.4331,1.5,12498
13911,vauxhall, Agila,2009,Manual,62000,Petrol,125,51.5761,1.2,2995
13912,audi, A7,2014,Automatic,55774,Diesel,235,44.3934,3,19500
13913,bmw, i3,2014,Automatic,34539,Hybrid,0,78.3838,0,14495
13917,vauxhall, Combo Life,2019,Manual,5315,Petrol,145,42.024,1.2,19000
13918,hyundi, Santa Fe,2020,Semi-Auto,6073,Diesel,145,39.3673,2.2,36495
13920,merc, CLS Class,2017,Semi-Auto,31479,Diesel,145,57.4138,2.1,22490
13923,vauxhall, Combo Life,2018,Manual,550,Diesel,145,53.3411,1.5,12495
13924,audi, A8,2019,Automatic,1000,Petrol,145,37.8095,3,53000
13931,skoda, Kamiq,2019,Manual,2366,Petrol,145,47.063,1,19290
13932,ford, Grand C-MAX,2018,Manual,36244,Petrol,145,54.564,1,11998
13933,merc, GL Class,2016,Automatic,11684,Diesel,20,67.2476,2.1,17299
13936,bmw, 6 Series,2014,Automatic,27782,Diesel,160,50.3883,3,18999
13937,toyota, Prius,2013,Automatic,33905,Hybrid,0,70.643,1.8,11500
13938,hyundi, I40,2019,Manual,10,Diesel,145,52.2496,1.6,16000
13939,hyundi, Santa Fe,2013,Automatic,38602,Diesel,260,41.4884,2.2,12498
13940,hyundi, I40,2019,Manual,3472,Diesel,145,54.6521,1.6,16000
13941,hyundi, Santa Fe,2017,Semi-Auto,28847,Diesel,240,43.024,2.2,21499
13942,ford, Edge,2017,Manual,24151,Diesel,145,48.63,2,20499
13943,ford, Grand Tourneo Connect,2019,Manual,1523,Diesel,145,61.5507,1.5,22000
13946,hyundi, I800,2019,Manual,2269,Diesel,145,31.8929,2.5,22998
13948,hyundi, IX20,2016,Manual,17611,Petrol,125,50.8528,1.4,8590
13949,audi, A8,2016,Automatic,70000,Diesel,200,48.1044,3,17990
13950,vw, Beetle,2014,Manual,55457,Diesel,30,65.3266,1.6,7490
13952,vauxhall, Antara,2013,Manual,55470,Diesel,200,45.884,2.2,5995
13954,bmw, M2,2019,Automatic,5644,Petrol,145,29.1687,3,42110
13956,merc, V Class,2018,Semi-Auto,15640,Diesel,145,45.4326,2.2,38782
13957,audi, Q8,2019,Automatic,4278,Diesel,145,33.7012,3,50786
13960,vw, Beetle,2009,Manual,69000,Petrol,265,35.977,1.6,5990
13961,bmw, X4,2019,Semi-Auto,10910,Diesel,150,42.7233,2,42450
13962,vw, Arteon,2019,Automatic,8988,Petrol,145,48.8242,1.5,22692
13963,vw, Amarok,2019,Automatic,7583,Diesel,260,28.2863,3,37995
13964,vw, Beetle,2014,Manual,11000,Diesel,30,65.6259,1.6,11495
13965,ford, Tourneo Custom,2019,Manual,21529,Diesel,145,32.4645,2,18990
13968,ford, Grand C-MAX,2017,Manual,15371,Petrol,30,54.3491,1,11498
13970,audi, R8,2019,Automatic,13663,Petrol,150,21.4904,5.2,125000
13971,toyota, Land Cruiser,2020,Automatic,1244,Diesel,145,30.0051,2.8,52990
13973,bmw, M4,2016,Automatic,800,Petrol,300,33.99,3,39500
13974,merc, CLA Class,2017,Automatic,8423,Diesel,150,67.4798,2.1,18790
13975,hyundi, IX35,2013,Manual,34500,Diesel,145,53.2844,1.7,8200
13976,merc, CLA Class,2020,Automatic,3653,Diesel,145,55.5932,2,31150
13977,merc, SLK,2000,Automatic,87000,Petrol,265,27.2998,3.2,1490
13979,merc, CLS Class,2016,Semi-Auto,31689,Diesel,160,51.1296,3,21995
13980,vw, Caddy Life,2019,Automatic,3000,Diesel,145,48.0087,2,19995
13982,vw, Tiguan Allspace,2019,Automatic,6580,Diesel,145,39.3339,2,31990
13983,merc, GLS Class,2016,Automatic,28711,Diesel,305,37.0408,3,33500
13985,toyota, Hilux,2018,Manual,21381,Diesel,265,40.2299,2.4,14598
13986,ford, Grand C-MAX,2019,Manual,18065,Petrol,145,47.6482,1,12899
13987,merc, V Class,2019,Automatic,10,Diesel,145,36.6167,2,49991
13988,vw, Beetle,2001,Manual,47729,Petrol,330,32.591,2,2490
13989,vw, Amarok,2016,Automatic,46000,Diesel,265,35.2809,2,15991
13990,ford, KA,2012,Manual,86667,Petrol,30,57.5328,1.2,3491
13992,toyota, Hilux,2019,Automatic,1950,Diesel,260,36.0762,2.4,24995
13993,merc, V Class,2018,Manual,25920,Diesel,145,46.3736,2.1,22798
13995,skoda, Scala,2019,Automatic,510,Diesel,145,54.052,1.6,16490
13996,ford, Galaxy,2017,Manual,36947,Diesel,125,56.1745,2,18979
13997,toyota, Avensis,2018,Manual,31427,Diesel,145,67.1368,1.6,12295
13999,vw, Beetle,2014,Manual,36262,Petrol,150,48.0555,1.2,9965
14000,audi, R8,2019,Semi-Auto,10,Petrol,150,21.4672,5.2,137500
14002,vw, Amarok,2017,Automatic,39408,Diesel,260,36.1713,3,22795
14003,vw, Tiguan Allspace,2019,Semi-Auto,3941,Diesel,150,43.9433,2,32671
14004,vw, Scirocco,2016,Automatic,28722,Petrol,160,43.9129,2,13999
14007,vw, Tiguan Allspace,2019,Semi-Auto,6008,Petrol,145,35.9085,1.5,27990
14010,merc, CLS Class,2012,Automatic,48579,Diesel,200,46.3051,3,13199
14011,skoda, Rapid,2013,Manual,50257,Petrol,125,52.1604,1.2,4591
14012,audi, RS6,2018,Automatic,3840,Petrol,150,29.5206,4,70000
14013,merc, CLS Class,2016,Semi-Auto,31310,Diesel,160,51.4273,3,23480
14014,ford, Grand C-MAX,2018,Semi-Auto,180,Diesel,145,51.0705,1.5,17900
14015,ford, Tourneo Connect,2019,Manual,1390,Diesel,145,61.3874,1.5,20000
14016,vauxhall, Zafira Tourer,2017,Automatic,21227,Petrol,200,40.8438,1.4,11900
14017,ford, KA,2014,Manual,46416,Petrol,30,57.8642,1.2,4750
14018,hyundi, Santa Fe,2019,Semi-Auto,3620,Diesel,145,42.9782,2.2,33250
14021,bmw, M4,2017,Automatic,24905,Petrol,150,33.8922,3,32000
14022,merc, GL Class,2017,Automatic,25462,Diesel,145,56.3586,2.1,24999
14023,vw, Scirocco,2017,Manual,9287,Diesel,145,53.3681,2,16798
14024,skoda, Kamiq,2019,Manual,1000,Petrol,145,47.7095,1,17150
14025,merc, CLA Class,2016,Automatic,82100,Diesel,20,67.6314,2.1,13295
14027,vauxhall, Combo Life,2019,Manual,9751,Diesel,145,53.6234,1.5,15990
14028,bmw, Z4,2019,Semi-Auto,9955,Petrol,145,38.3585,2,32450
14030,toyota, Avensis,2018,Manual,37191,Diesel,145,67.4657,1.6,13695
14031,vw, Scirocco,2017,Manual,44081,Petrol,145,47.2942,2,14075
14032,skoda, Kamiq,2020,Manual,1169,Petrol,145,46.2464,1.5,20999
14033,ford, Edge,2017,Semi-Auto,41726,Diesel,160,48.3475,2,18998
14034,audi, S4,2005,Automatic,62000,Petrol,330,22.4808,4.2,5895
14035,hyundi, I800,2019,Manual,4266,Diesel,145,32.1877,2.5,18985
14036,vw, Amarok,2020,Automatic,10,Diesel,260,28.7478,3,37000
14040,hyundi, IX35,2013,Manual,26454,Diesel,145,48.7287,1.7,8199
14041,ford, Edge,2017,Manual,21213,Diesel,150,48.0894,2,21700
14043,skoda, Kamiq,2019,Semi-Auto,2687,Petrol,145,43.9727,1.5,18995
14045,toyota, Camry,2019,Automatic,10732,Hybrid,135,52.6796,2.5,25990
14046,bmw, X7,2019,Semi-Auto,3218,Diesel,145,33.6617,3,66540
14047,toyota, Prius,2017,Automatic,3440,Hybrid,135,94.2828,1.8,20995
14049,ford, Galaxy,2016,Manual,28288,Diesel,125,56.8235,2,17995
14050,ford, Edge,2018,Automatic,13712,Diesel,145,47.9189,2,23740
14051,merc, M Class,2004,Semi-Auto,165000,Petrol,330,19.9382,3.7,1995
14053,ford, Tourneo Custom,2018,Manual,2500,Diesel,145,32.6214,2,19995
14054,ford, KA,2009,Manual,24000,Petrol,30,55.6543,1.2,3695
14055,vauxhall, Agila,2003,Manual,90000,Petrol,205,43.1709,1.2,450
14056,vauxhall, Combo Life,2020,Manual,10,Diesel,145,50.4946,1.5,21295
14057,bmw, 6 Series,2016,Semi-Auto,39950,Diesel,205,49.6576,3,22500
14059,vauxhall, Zafira Tourer,2016,Manual,43320,Petrol,200,42.265,1.4,9350
14060,audi, RS3,2019,Semi-Auto,5894,Petrol,150,30.0318,2.5,37900
14061,merc, M Class,2015,Semi-Auto,43339,Diesel,200,39.2574,2.1,21498
14062,toyota, PROACE VERSO,2019,Manual,10,Diesel,145,40.4653,2,25200
14064,vauxhall, Combo Life,2019,Manual,7968,Diesel,150,53.348,1.5,14498
14066,ford, Galaxy,2019,Manual,8307,Diesel,145,55.4856,2,24000
14067,hyundi, I800,2018,Manual,39010,Diesel,145,37.7276,2.5,13992
14068,vw, Arteon,2019,Automatic,500,Petrol,145,40.3171,1.5,23450
14070,vw, Amarok,2015,Automatic,39267,Diesel,260,35.2603,2,17990
14073,vw, Scirocco,2015,Manual,41878,Diesel,20,55.4366,2,14321
14074,vauxhall, GTC,2017,Automatic,5817,Petrol,200,42.8668,1.4,11995
14075,ford, Edge,2017,Manual,62124,Diesel,160,48.7075,2,15700
14076,merc, S Class,2019,Semi-Auto,4688,Petrol,150,31.5031,4,109995
14077,merc, X-CLASS,2019,Automatic,8000,Diesel,260,31.661,3,33990
14081,vw, Scirocco,2018,Semi-Auto,23480,Petrol,150,43.897,2,18500
14082,merc, GLS Class,2020,Semi-Auto,3999,Diesel,145,30.1438,3,76980
14083,bmw, X4,2014,Semi-Auto,41773,Diesel,145,54.5165,2,20572
14084,vw, Amarok,2017,Automatic,25624,Diesel,260,36.3056,3,25995
14085,vauxhall, Combo Life,2018,Manual,10070,Diesel,145,53.4274,1.5,15979
14086,bmw, M4,2019,Semi-Auto,5644,Petrol,145,33.9192,3,44500
14087,vauxhall, Combo Life,2019,Manual,1,Diesel,145,53.349,1.5,14634
14088,vw, Amarok,2019,Automatic,25221,Diesel,260,33.6304,3,27000
14090,merc, GL Class,2016,Automatic,25285,Diesel,125,56.4871,2.1,24495
14092,merc, CLS Class,2016,Automatic,26236,Diesel,165,51.0144,3,22421
14093,bmw, 6 Series,2010,Automatic,92642,Diesel,260,40.8098,3,8995
14095,hyundi, I40,2016,Manual,50820,Diesel,20,67.4994,1.7,8791
14096,merc, CLS Class,2013,Automatic,51423,Diesel,145,55.3234,2.1,12400
14101,vw, Scirocco,2009,Automatic,112000,Petrol,265,37.5685,2,5995
14103,toyota, Hilux,2020,Automatic,5000,Diesel,260,3.127,2.4,30500
14104,toyota, Verso,2017,Semi-Auto,13913,Petrol,150,42.9305,1.8,14995
14106,ford, Mustang,2020,Automatic,3500,Petrol,145,21.8985,5,42489
14108,vw, Amarok,2019,Manual,800,Diesel,260,32.4185,3,28995
14109,skoda, Scala,2020,Manual,1652,Diesel,145,57.739,1.6,16957
14112,merc, CLS Class,2015,Automatic,34063,Diesel,145,56.7455,2.1,17100
14113,vw, Caravelle,2019,Semi-Auto,6000,Diesel,145,29.2718,2,48995
14114,ford, Galaxy,2010,Manual,92000,Diesel,200,49.98,2,6995
14115,merc, CLS Class,2015,Semi-Auto,40912,Diesel,125,57.895,2.1,19298
14116,vw, Amarok,2019,Automatic,10,Diesel,260,28.1205,3,28995
14117,hyundi, Santa Fe,2019,Semi-Auto,2390,Diesel,145,39.1856,2.2,32980
14118,merc, G Class,2018,Semi-Auto,19000,Petrol,145,21.4127,4,135771
14119,audi, A8,2018,Automatic,7919,Diesel,145,50.3922,3,39700
14121,vw, Arteon,2019,Automatic,99,Diesel,145,52.4273,2,26491
14123,skoda, Scala,2020,Manual,1000,Petrol,145,49.6282,1,15991
14124,ford, Galaxy,2016,Manual,21013,Petrol,160,43.5538,1.5,17315
14125,ford, Galaxy,2016,Semi-Auto,34145,Diesel,145,52.1917,2,15870
14127,vauxhall, Zafira Tourer,2017,Manual,16107,Petrol,145,41.4517,1.4,12200
14128,vw, Caravelle,2019,Semi-Auto,2198,Diesel,145,46.9192,2,40999
14129,bmw, Z4,2019,Automatic,5500,Petrol,145,39.0947,2,30969
14131,bmw, X4,2018,Semi-Auto,12,Diesel,145,42.8784,2,43990
14132,ford, KA,2012,Manual,47000,Petrol,30,57.5026,1.2,4290
14134,merc, X-CLASS,2018,Automatic,3500,Diesel,250,35.8119,2.3,28490
14136,merc, S Class,2019,Semi-Auto,11168,Diesel,145,52.1798,3,47749
14137,merc, CLS Class,2019,Semi-Auto,2609,Diesel,145,48.8263,2.9,37500
14138,merc, M Class,2014,Automatic,37986,Diesel,300,38.9302,3,20499
14139,skoda, Rapid,2017,Manual,10000,Petrol,150,57.7174,1.2,8699
14141,audi, A8,2019,Semi-Auto,10090,Petrol,145,37.7065,3,39995
14142,skoda, Rapid,2016,Manual,25183,Petrol,20,57.3423,1.2,8495
14143,ford, Galaxy,2016,Manual,77495,Diesel,125,56.1727,2,13998
14144,hyundi, Santa Fe,2016,Manual,14785,Diesel,200,46.3466,2.2,19797
14145,hyundi, I40,2014,Manual,66600,Diesel,150,55.6434,1.7,7880
14146,merc, V Class,2015,Automatic,48500,Diesel,200,45.9314,2.1,26490
14148,audi, RS4,2020,Semi-Auto,2000,Petrol,145,29.4569,2.9,69950
14149,skoda, Kamiq,2019,Manual,2500,Petrol,145,47.195,1,19990
14152,vw, Scirocco,2016,Semi-Auto,9740,Diesel,30,57.4588,2,15500
14153,vauxhall, GTC,2015,Manual,65688,Diesel,125,59.9357,2,6420
14155,bmw, i3,2017,Automatic,17338,Hybrid,135,78.2282,0,19495
14157,bmw, X7,2020,Semi-Auto,3116,Diesel,145,31.3311,3,72000
14158,bmw, X4,2020,Automatic,10,Diesel,145,42.9469,2,40995
14159,toyota, Avensis,2011,Manual,75000,Petrol,200,42.44,1.8,5695
14160,bmw, X4,2018,Automatic,17878,Diesel,145,54.3058,2,27800
14162,toyota, Prius,2017,Automatic,24301,Hybrid,0,68.5272,1.8,21995
14163,hyundi, I800,2018,Manual,31007,Diesel,145,31.3984,2.5,15949
14164,bmw, Z4,2019,Semi-Auto,8626,Petrol,145,38.2817,2,31450
14165,vauxhall, Combo Life,2019,Manual,22,Diesel,145,53.572,1.5,19334
14166,vauxhall, Combo Life,2018,Manual,17248,Diesel,145,53.186,1.5,13895
14167,hyundi, I40,2017,Manual,30000,Diesel,150,67.5441,1.7,10995
14168,merc, CLS Class,2018,Semi-Auto,12078,Diesel,145,47.7624,2.9,41349
14169,ford, KA,2015,Manual,12905,Petrol,30,58.0135,1.2,4942
14170,skoda, Scala,2019,Manual,1000,Petrol,145,49.4901,1,14995
14171,toyota, GT86,2020,Manual,3000,Petrol,145,33.0705,2,31000
14174,ford, Galaxy,2017,Manual,36123,Diesel,125,56.5397,2,17958
14175,hyundi, Santa Fe,2017,Semi-Auto,28056,Diesel,240,42.847,2.2,18850
14179,vauxhall, Combo Life,2018,Manual,3105,Diesel,145,53.0991,1.5,13550
